interaction.id,article_url,content,time,relevant,sentiment,gender,dizziness,convulsions,heart palpitations,shortness of breathe,headaches,drug effect decreased,allergies worse after taking drug,bad interaction between claritin and another drug.,nausea (made the person nauseous),caused insomnia (the person wasn't able to sleep)
1e20dd5cb078a900e0741a7ee6c0a5de,http://twitter.com/selectstartdrew/statuses/253702090050920448,"@juliebenz Austin is lovely right now. Unless you have mold allergies, in which case, pack claritin.","Thu, 04 Oct 2012 03:44:26 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd5f5f1dad00e074ee45aa523338,http://twitter.com/ArtistiqueOne/statuses/253702390098845696,@Jar3c3e Claritin! Benadryl!,"Thu, 04 Oct 2012 03:45:38 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd6115cea800e074c1fa7ed8f994,http://twitter.com/JonathanRKnight/statuses/253702585977016322,"Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?","Thu, 04 Oct 2012 03:46:24 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e20dd6233e8ab00e0749464888cd25c,http://twitter.com/JoeysIrishPower/statuses/253702710786932737,@JonathanRKnight I swear by Claritin D,"Thu, 04 Oct 2012 03:46:54 +0000",yes,5,female,no,no,no,no,no,no,no,no,no,no
1e20dd6305b7aa00e07494167b082472,http://twitter.com/alcalejon/statuses/253702802034003969,"@JonathanRKnight I prefer Claritin, works better on me.","Thu, 04 Oct 2012 03:47:16 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20dd632253ad80e07444ba0ae2d58c,http://twitter.com/ASpur46/statuses/253702813618688001,"@JonathanRKnight Zyrtec but it can some times affect ur mood and make you angry, if it does go with Claritin","Thu, 04 Oct 2012 03:47:19 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd632253ad80e074e517a117334a,http://twitter.com/modelmelodyejoy/statuses/253702814981844993,@JonathanRKnight mommy nurse says how bad is the allergy? Claritin clears up quickly.,"Thu, 04 Oct 2012 03:47:19 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd635b8ca480e0745adc9adbb052,http://twitter.com/tish919/statuses/253702842622291968,@JonathanRKnight Claritin,"Thu, 04 Oct 2012 03:47:25 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd637828a800e074be329f267158,http://twitter.com/jonsweethearts/statuses/253702852294365184,@JonathanRKnight I take Zyrtec for my allergies it works for me. Claritin is a bit stronger u might want to go with that,"Thu, 04 Oct 2012 03:47:28 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd6394c4ab80e074d4b0530d6896,http://twitter.com/DdubsSunshyne/statuses/253702867028959234,"Zyrtec works best for me...@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?","Thu, 04 Oct 2012 03:47:31 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e20dd63baeaa580e074fe80dd40114c,http://twitter.com/Krys04/statuses/253702882614996993,@JonathanRKnight My mom always says Claritin is the best!,"Thu, 04 Oct 2012 03:47:35 +0000",yes,5,male,no,no,no,no,no,no,no,no,no,no
1e20dd63e10faf80e074b9d3bbef971e,http://twitter.com/alcalejon/statuses/253702898813378560,"@JonathanRKnight I prefer Claritin, works better for me.","Thu, 04 Oct 2012 03:47:39 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd640735a980e074307dd23e4936,http://twitter.com/msunurse08/statuses/253702917171863552,@jonathanrknight Most of my patients seem to prefer Claritin.,"Thu, 04 Oct 2012 03:47:43 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6410bfa000e07450ddb4dec47c,http://twitter.com/JksCalibabe73/statuses/253702921521348608,@JonathanRKnight I personally prefer Claritin,"Thu, 04 Oct 2012 03:47:44 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd641a48a680e074cc5e92159c66,http://twitter.com/WyldKittyPryde/statuses/253702923954040832,@JonathanRKnight Allegra and Zyrtec both made me sleepy to the point I almost couldn't function. I found Claritin-D to be the best.,"Thu, 04 Oct 2012 03:47:45 +0000",yes,4,unknown,no,no,no,no,no,no,no,no,no,no
1e20dd6449f7a700e074c73d7cf39746,http://twitter.com/Nautinkotbkitty/statuses/253702944019587073,"@jonathanrknight Claritin. Take 2, get some sleep &amp; call me in the morning. Lol #IWish :)","Thu, 04 Oct 2012 03:47:50 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd645d0aa400e074bd114eb557c6,http://twitter.com/Billycharlotte/statuses/253702955147067393,"Claritin has never done me wrongâ€™_â€™_â€™Å’@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?â€™_â€™_Ã_Âù","Thu, 04 Oct 2012 03:47:52 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd649642ab00e0747186a3e1e2a4,http://twitter.com/Tink0215/statuses/253702978022805505,@JonathanRKnight For allergies I would say Claritin always worked best for me.,"Thu, 04 Oct 2012 03:47:58 +0000",yes,5,male,no,no,no,no,no,no,no,no,no,no
1e20dd64a955a800e0749b4018355a52,http://twitter.com/kell3mom/statuses/253702989590708224,@JonathanRKnight Claritin is what I see most prescribed and most well received among my patients!,"Thu, 04 Oct 2012 03:48:00 +0000",yes,5,female,no,no,no,no,no,no,no,no,no,no
1e20dd64b2deae80e0745e6d9cd06df6,http://twitter.com/fourofswords/statuses/253702992891629568,"@JonathanRKnight from experience Claritin, but if you are singing it only has about 3 hour window of relief xox","Thu, 04 Oct 2012 03:48:01 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e20dd64e28daf00e074c26c1919d188,http://twitter.com/JenMcInberg/statuses/253703011178790913,"@JonathanRKnight I'm no nurse, but Claritin always worked best for me!","Thu, 04 Oct 2012 03:48:06 +0000",yes,5,male,no,no,no,no,no,no,no,no,no,no
1e20dd654b75a680e074ee60a4f9665c,http://twitter.com/Ashmona12/statuses/253703059786563584,@JonathanRKnight  Claritin :-),"Thu, 04 Oct 2012 03:48:17 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd65a14aa100e0745d20567de8a4,http://twitter.com/Tujuh_Lima/statuses/253703095870185472,"@JonathanRKnight I am pro-Zyrtec, only 'coz it's non-drowsy :) My sister swears by Claritin, so... Never tried Allegra though...","Thu, 04 Oct 2012 03:48:26 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd65bde6a480e0743a41618b3338,http://twitter.com/nikkinana/statuses/253703107769417728,@JonathanRKnight i'm a doc and i take Allegra. But Zyrtec works well too. Claritin never did much for me.,"Thu, 04 Oct 2012 03:48:29 +0000",yes,2,female,no,no,no,no,no,yes,no,no,no,no
1e20dd65bde6a480e07487c849c729bc,http://twitter.com/ILuvDannyW1978/statuses/253703107589066752,@JonathanRKnight Claritin,"Thu, 04 Oct 2012 03:48:29 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e20dd65e40bae80e074a16f146d6908,http://twitter.com/jonsweethearts/statuses/253703124643110912,@JonathanRKnight I would go with Claritin it's a bit stronger than Allegra and Zyrtec,"Thu, 04 Oct 2012 03:48:33 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd661d44a580e074869af3bd2f24,http://twitter.com/ErinlovesBSB/statuses/253703151012687874,"@JonathanRKnight I'm not a nurse, but Allegra has always worked best for me. Claritin does nothing for me.","Thu, 04 Oct 2012 03:48:39 +0000",yes,2,female,no,no,no,no,no,no,yes,no,no,no
1e20dd663057a280e074708611d8fd9a,http://twitter.com/BellaSunshine69/statuses/253703158323351552,"@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best? &gt;&gt;&gt; @ajsfantasy says Zyrtec","Thu, 04 Oct 2012 03:48:41 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd6744e7af00e07414097f42350c,http://twitter.com/tink_a_licious/statuses/253703279542947840,@JonathanRKnight you have allergies? And certain ones have a decongestant. It'll say Allegra D. I'd go with Claritin D,"Thu, 04 Oct 2012 03:49:10 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd674e71a580e074435bd7aaa668,http://twitter.com/JenMcInberg/statuses/253703286111207424,"@JonathanRKnight I used to be allergic to my dog, took Claritin for a year, developed a resistance, no more allergies to my pup!","Thu, 04 Oct 2012 03:49:11 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd676184a280e0744a0a92ed3146,http://twitter.com/DanielleTanguay/statuses/253703295430955008,"""@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?"" Claritin","Thu, 04 Oct 2012 03:49:13 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd676b0da900e0749fc157c9e0e4,http://twitter.com/LaGal74/statuses/253703298165649409,@JonathanRKnight claritin,"Thu, 04 Oct 2012 03:49:14 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd686c8ba880e074d3677bf39b32,http://twitter.com/tweetmedammit/statuses/253703412217176064,"I'm not a nurse, but I have tried all 3 @jonathanrknight. Allegra works the best for me. Claritin is about as useful as popping an m&amp;m :)","Thu, 04 Oct 2012 03:49:41 +0000",yes,4,female,no,no,no,no,no,no,yes,no,no,no
1e20dd68c260a300e074c10f52f5e79e,http://twitter.com/TattyanaHawk/statuses/253703448074264577,@JonathanRKnight If its in your head Zyrtec is best Claritin for just nose &amp; allegra for chest and sneezing.  Eyes = visine drops.,"Thu, 04 Oct 2012 03:49:50 +0000",yes,4,unknown,no,no,no,no,no,no,no,no,no,no
1e20dd698aa5ab80e0745c053fbdf8be,http://twitter.com/genevieve24/statuses/253703535374520320,@JonathanRKnight claritin,"Thu, 04 Oct 2012 03:50:11 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e20dd69b0cba580e0744c82b143c778,http://twitter.com/Mleonard0128/statuses/253703552046870528,@JonathanRKnight I've used Claritin works good but for me Zyrtec is best #mytwocents,"Thu, 04 Oct 2012 03:50:15 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd69f38da300e074c7466929cd34,http://twitter.com/MylissaTX/statuses/253703582661099520,"@JonathanRKnight My doctor I work for always has us tell our patients to start with Claritin, but I work in pediatrics :)","Thu, 04 Oct 2012 03:50:22 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6a65fea100e0749167122aa3e2,http://twitter.com/alcalejon/statuses/253703632783024128,"@JonathanRKnight I'm just a physical educator, but I think that Claritin works faster and better.","Thu, 04 Oct 2012 03:50:34 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6a829aa480e074630af5590f84,http://twitter.com/kellylandy/statuses/253703647421165569,@JonathanRKnight I like Claritin for sinus headaches but I'm not a nurse. ;),"Thu, 04 Oct 2012 03:50:37 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20dd6afe94a900e074f983b6964562,http://twitter.com/LINAMAROUN/statuses/253703701749981184,@JonathanRKnight i take Claritin works great,"Thu, 04 Oct 2012 03:50:50 +0000",yes,5,female,no,no,no,no,no,no,no,no,no,no
1e20dd6b11a7a600e0748ad0759f0260,http://twitter.com/Leahmari11/statuses/253703708641222656,"@lainey_says ur a pharmacist. help Jon RT @JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They have diff ingredients. What's best?","Thu, 04 Oct 2012 03:50:52 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd6b2e43a980e074ee4f3b63c61a,http://twitter.com/jonsweethearts/statuses/253703722729881600,@JonathanRKnight Zyrtec and Claritin work great for me,"Thu, 04 Oct 2012 03:50:55 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd6b8da1aa80e074a06624d77410,http://twitter.com/JKsCaliGirl/statuses/253703765276897280,"I like Claritan D-12 best ..I've tried all of them @JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingr ...","Thu, 04 Oct 2012 03:51:05 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6be376a500e0742710d4fc1176,http://twitter.com/CharylD1522/statuses/253703801943490560,"@JonathanRKnight i like Claritin, but all work well for me!","Thu, 04 Oct 2012 03:51:14 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6c2638a280e074ba5c88677dec,http://twitter.com/wemmies/statuses/253703832553549824,@JonathanRKnight raw local honey! Zyrtec won't work after 2 months. Claritin is best if you can't find raw honey.,"Thu, 04 Oct 2012 03:51:21 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd6c2fc1a900e074a968e57a7f66,http://twitter.com/JennBellesfield/statuses/253703833094594560,"@JonathanRKnight Claritin! Well, that's what works best for my daughter anyway.. Feel better!","Thu, 04 Oct 2012 03:51:22 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6c4c5dac80e0740c3a609a9a72,http://twitter.com/goddesssaveme/statuses/253703846407311360,"@JonathanRKnight depends on what works best for you. Zyrtec works best for my kids, but Claritin works great for me.","Thu, 04 Oct 2012 03:51:25 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd6cabbbad80e074d036e7bff324,http://twitter.com/Erinleigh82/statuses/253703888295849984,"@JonathanRKnight As a nurse, most of our patients seem to do well with Claritin D and Flonase but that's Rx only.","Thu, 04 Oct 2012 03:51:35 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6cee7dab00e0742b981dd6c0cc,http://twitter.com/Lizzibear/statuses/253703918629027842,@JonathanRKnight Claritin but take it every day and you'll feel great in no time,"Thu, 04 Oct 2012 03:51:42 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6d1e2cab80e0742880acedd1a0,http://twitter.com/LoriWhitfield1/statuses/253703940464582656,"â€™_â€™_â€™Å’@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?â€™_â€™_Ã_Âù Zyrtec no driwsiness","Thu, 04 Oct 2012 03:51:47 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd6d4452a580e074566a12a77e8e,http://twitter.com/kboudit/statuses/253703958659481600,"@jonathanrknight start with claritin, it's been out longer so it's cheaper. Try it for a week. If u don't like it, switch to allegra.","Thu, 04 Oct 2012 03:51:51 +0000",yes,4,unknown,no,no,no,no,no,no,no,no,no,no
1e20dd6db6c3a380e074a3ab961ff878,http://twitter.com/Valentine_Girl_/statuses/253704006013161472,"@JonathanRKnight Try Alavert!  It has the same ingredient as Claritin, but it works better (for me at least)! I also do Flonase shots :)","Thu, 04 Oct 2012 03:52:03 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e20dd6deffbaa80e0748af479dcf6f0,http://twitter.com/mandyl18/statuses/253704032420519936,@JonathanRKnight claritin 12 hr works for me... allegra knocks me out. And zyrtec works as well.  anytime you need a nurse:-),"Thu, 04 Oct 2012 03:52:09 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd6efb03a080e0740ee114d230d6,http://twitter.com/JJ9828/statuses/253704148745338880,@JonathanRKnight Zyrtec made me way too drowsy. I prefer Claritin.,"Thu, 04 Oct 2012 03:52:37 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd70d7d9a580e074dca5a246a46c,http://twitter.com/sweetlove_1984/statuses/253704360352153601,@JonathanRKnight Claritin,"Thu, 04 Oct 2012 03:53:27 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd70f475a900e074a7b4697da59a,http://twitter.com/NurseDlove4JonK/statuses/253704370682736640,"@JonathanRKnight i like claritin! If you want to sleep, take benadryl tonight!!","Thu, 04 Oct 2012 03:53:30 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd719695a780e074534108fbcc94,http://twitter.com/JoannaWahlberg/statuses/253704444758339584,@JonathanRKnight It's personal preference. I get Claritin.,"Thu, 04 Oct 2012 03:53:47 +0000",yes,5,male,no,no,no,no,no,no,no,no,no,no
1e20dd72b4afaa80e074c51d0d3e1ec0,http://twitter.com/JKsWannaBeWife/statuses/253704569681477632,@JonathanRKnight My bad Jon she said  Claritin not Allegra and it depends on the person :),"Thu, 04 Oct 2012 03:54:17 +0000",yes,3,unknown,no,no,no,no,no,no,no,no,no,no
1e20dd72d14bae00e07440c61fcf441a,http://twitter.com/sunnygirl20/statuses/253704583568834561,@JonathanRKnight Claritin works wonders for me.,"Thu, 04 Oct 2012 03:54:20 +0000",yes,5,female,no,no,no,no,no,no,no,no,no,no
1e20dd72d14bae00e074c4f5f115a424,http://twitter.com/Agnes__/statuses/253704582964842496,@JonathanRKnight Claritin is better.,"Thu, 04 Oct 2012 03:54:20 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd7300faae80e07464200c9eb20a,http://twitter.com/fell4aWOLF/statuses/253704602669682688,@JonathanRKnight it depends on what your symptoms are &amp; what's causing them. I've found that Claritin is best 4 animal &amp; outside allergens,"Thu, 04 Oct 2012 03:54:25 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd7369e2a600e074f574a92e5a86,http://twitter.com/Jons_Depot_Ho/statuses/253704648593113088,"@JonathanRKnight Totally personal. Depends on what you've tried.  For most, trial &amp; error. Claritin works for a lot.  #RNbeforeHO","Thu, 04 Oct 2012 03:54:36 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd75e8d8a980e07494d3e08e853c,http://twitter.com/DWsEvntualWifey/statuses/253704928323858432,@JonathanRKnight claritin made me dizzy and my heart race.. zyrtek all the way!,"Thu, 04 Oct 2012 03:55:43 +0000",yes,2,female,yes,no,yes,no,no,no,no,no,no,no
1e20dd760574ad00e074c443fd961c44,http://twitter.com/TeresaAZE/statuses/253704942940999680,"""@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?"" Nyquil.","Thu, 04 Oct 2012 03:55:46 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd780870ac00e074a704266fa19a,http://twitter.com/NKOTBuckeye/statuses/253705169022377984,"@JonathanRKnight I was told (as a TERRIBLE allergy sufferer), they increase in effectiveness. Allegra lowest, then Claritin, then Zyrtec","Thu, 04 Oct 2012 03:56:40 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd79ac0eaa00e0744357dc2782fa,http://twitter.com/Agnes__/statuses/253705351495569408,@JonathanRKnight Claritin has Loratadine inside and you will not feel asleep after it.,"Thu, 04 Oct 2012 03:57:24 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,yes
1e20dd7ca6ffa200e0746864f00a7266,http://twitter.com/Princess_Karah/statuses/253705690466619392,@JonathanRKnight Claritin! But I'm a journalist lol,"Thu, 04 Oct 2012 03:58:44 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd7cd6aea280e074b5e1fdf30854,http://twitter.com/Deannaee/statuses/253705710716727296,@JonathanRKnight Zyrtec has the most side effects but does work. Claritin really doesn't work as well as Allegra. Try Allegra first.,"Thu, 04 Oct 2012 03:58:49 +0000",yes,2,female,no,no,no,no,no,yes,no,no,no,no
1e20dd7cf34aa600e074b542c3659898,http://twitter.com/Gladgem/statuses/253705721001164800,Claritin and cough suppresant I hope this will do. I been barking ( coughing) for two days,"Thu, 04 Oct 2012 03:58:52 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd7cfcd3ac80e074d56429f0661e,http://twitter.com/Agnes__/statuses/253705725614903296,@JonathanRKnight Claritin you can take any moment of the day.....zyrtec only for night,"Thu, 04 Oct 2012 03:58:53 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20dd7ee333a800e0749f77e6d278ee,http://twitter.com/jonsweethearts/statuses/253705939574734848,@JonathanRKnight lol Sudafed &amp; crystal meth lol trust me Claritin works I take that for my allergies it works,"Thu, 04 Oct 2012 03:59:44 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd7ef646a500e074f85b48b650d8,http://twitter.com/kittiecathy/statuses/253705947556507648,@JonathanRKnight I have allergies and asthma. Have used both Claritin and Zyrtec. Both are pretty good but I found Claritin made me sleepier,"Thu, 04 Oct 2012 03:59:46 +0000",yes,2,male,no,no,no,no,no,no,no,no,no,no
1e20dd801460a800e07460e48daf7b96,http://twitter.com/curvyntasty/statuses/253706075516317696,@JonathanRKnight Claritin,"Thu, 04 Oct 2012 04:00:16 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd81b7fea600e074cd2023100f2a,http://twitter.com/Nancy8_09/statuses/253706259298148355,"wld say claritin (looked inet) RT @JonathanRKnight Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?","Thu, 04 Oct 2012 04:01:00 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd81cb11a300e074b35ddc25adde,http://twitter.com/travelkage/statuses/253706267309244416,@JonathanRKnight I use Claritin for my rhinitis but only at night cos it knocks me out and sends me straight to Zzzzzz...,"Thu, 04 Oct 2012 04:01:02 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd81de24a000e074bafdc66b2836,http://twitter.com/jayhawk_luvDW/statuses/253706275878223872,@jonathanrknight there ya go : ) I would go with claritin first though. #justsayin,"Thu, 04 Oct 2012 04:01:04 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd832263ad00e074e5db1f0e024a,http://twitter.com/Indianadelae/statuses/253706417230454784,@JonathanRKnight I prefer Claritin. Or Sudafed because I'm cheap. :P,"Thu, 04 Oct 2012 04:01:38 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd833f00a080e074340bfba57b34,http://twitter.com/Foxy311/statuses/253706432141221888,"@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best? -&gt; ask @scb4vp","Thu, 04 Oct 2012 04:01:41 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd84f5b0ab80e07406a546696612,http://twitter.com/KieandAlsMom/statuses/253706622927507456,@JonathanRKnight depends if you need fast acting relief or sustained relief  over a period of time. I use Claritin for seasonal allergies.,"Thu, 04 Oct 2012 04:02:27 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd8541fbaf80e074cee1084bbfcc,http://twitter.com/LeadaSeaver/statuses/253706656876216320,@JonathanRKnight Claritin,"Thu, 04 Oct 2012 04:02:35 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20dd8600b8a180e0745e401d45e698,http://twitter.com/GenesisAdelBaez/statuses/253706740925870080,Ima OD of claritin.,"Thu, 04 Oct 2012 04:02:55 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e20dd861d54a500e074e5b4444b6f6c,http://twitter.com/e19langer/statuses/253706755249426432,"""@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?"" you mean pharmacist?","Thu, 04 Oct 2012 04:02:58 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dd87285bab00e07447a3fba1deaa,http://twitter.com/Krika7/statuses/253706870697639936,@JonathanRKnight I'm not a nurse take lots of them. Claritin gel is the best in my opinion tho I don't know the last one!! ;),"Thu, 04 Oct 2012 04:03:26 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20dd8b7a9ead00e07422b86e7a66fa,http://twitter.com/3princessLs/statuses/253707357475971072,"@JonathanRKnight Claritin, I'm not a nurse but I am a Mum and it's the right one because I said so. :)  and because it works","Thu, 04 Oct 2012 04:05:22 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd8c55f7a280e0742e45390ebc8a,http://twitter.com/love4dablock/statuses/253707454901268480,@JonathanRKnight Try one for a few days then switch. See what's best for you. Don't waste your time with Claritin!,"Thu, 04 Oct 2012 04:05:45 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e20dd90c4d6a800e0747933152b7c5e,http://twitter.com/Jami_Tomlinson/statuses/253707953994080256,"@JonathanRKnight I hate allergy season , I use Claritin it really helps or if I have time to sleep benedryl always helps","Thu, 04 Oct 2012 04:07:44 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dd94dde1a300e0746cf531221738,http://twitter.com/renee45701/statuses/253708414935523329,@JonathanRKnight pass on the Claritin. Allergies are kicking my ass and Claritin aint touching it. My eyes have glued themselves shut.,"Thu, 04 Oct 2012 04:09:34 +0000",yes,2,female,no,no,no,no,no,no,no,no,no,no
1e20dd969e1ba480e074edd85a6e3980,http://twitter.com/AmberJean921/statuses/253708610968903680,"@JonathanRKnight I am not a nurse, but Claritin works best for me! And I should know, I got HORRIBLE allergies. ;p Feel better Jon! xoxo &lt;3","Thu, 04 Oct 2012 04:10:21 +0000",yes,5,female,no,no,no,no,no,no,no,no,no,no
1e20dd9b3320a400e07470f1b5a37a96,http://twitter.com/heather2476/statuses/253709126134292480,@JonathanRKnight claritin:less side effects!,"Thu, 04 Oct 2012 04:12:24 +0000",yes,4,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20dd9bb8a3af00e0748168028a1b76,http://twitter.com/cuddles6543/statuses/253709188486819841,@JonathanRKnight Claritin,"Thu, 04 Oct 2012 04:12:38 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
1e20dda1cb21a280e074aebd33124fda,http://twitter.com/muhreeuh24/statuses/253709870673575936,@JonathanRKnight drug store Claritin works just fine for me! #saynotometh,"Thu, 04 Oct 2012 04:15:21 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20dda4d924a780e0748c111061ffca,http://twitter.com/sarabeth1004/statuses/253710215395037185,@JonathanRKnight Allegra or Zyrtec. Claritin doesn't work for shit... or allergies for that matter! Feel better!,"Thu, 04 Oct 2012 04:16:43 +0000",yes,1,female,no,no,no,no,no,no,yes,no,no,no
1e20dda58e57a300e074dac404859f44,http://twitter.com/jonsweethearts/statuses/253710293404893185,@Shytowne @JonathanRKnight I take claritin but make me drowsy zyrtec works sometimes,"Thu, 04 Oct 2012 04:17:02 +0000",yes,2,male,no,no,no,no,no,no,no,no,no,no
1e20dda6864bac00e0742f00553aa7d6,http://twitter.com/calliestruppeck/statuses/253710404608462848,"""@JonathanRKnight: Nurse's: Allegra, Claritin, or Zyrtec? They all have different ingredients. What's best?"" Claritin is the works faster","Thu, 04 Oct 2012 04:17:28 +0000",yes,4,female,no,no,no,no,no,no,no,no,no,no
1e20ddac42f4a500e074dcde6723c858,http://twitter.com/JonDearest/statuses/253711048002134016,@JonathanRKnight  i personally prefer Claritin,"Thu, 04 Oct 2012 04:20:02 +0000",yes,4,male,no,no,no,no,no,no,no,no,no,no
1e20ddb0e182ab00e07453dcb4d2d416,http://twitter.com/Th3HoppingBean/statuses/253711567785447425,"If she's sick, give her the Claritin D","Thu, 04 Oct 2012 04:22:06 +0000",yes,3,male,no,no,no,no,no,no,no,no,no,no
1e20ddb2ee08a080e0741968b6985c50,http://twitter.com/nkotbsbfan4u/statuses/253711799734632449,@JonathanRKnight claritin xr,"Thu, 04 Oct 2012 04:23:01 +0000",yes,3,bad_link_or_company,no,no,no,no,no,no,no,no,no,no
1e20ddb37d15a200e074c6048c07eee2,http://twitter.com/JonsBoricuagal/statuses/253711862242373633,@JonathanRKnight these allergies are crazy! Went to doc got claritin and inhaler.. Hope u feel better,"Thu, 04 Oct 2012 04:23:16 +0000",yes,3,female,no,no,no,no,no,no,no,no,no,no
